Name,Position,Roster Position,TeamAbbrev,Week,Salary,%Drafted,FPTS,Non_TD_FPTS,TD_FPTS
Bears,DST,DST,CHI,8,2600,5.59%,1.0,0.0,0.0
Nate Adkins,TE,TE/FLEX,DEN,8,2600,0.27%,0.0,0.0,0.0
John Bates,TE,TE/FLEX,WAS,8,2600,0.01%,3.2,3.2,0.0
Tucker Fisk,TE,TE/FLEX,LAC,8,2500,0.01%,0.0,0.0,0.0
Tyler Conklin,TE,TE/FLEX,LAC,8,2500,0.05%,0.0,0.0,0.0
Thomas Yassmin,TE,TE/FLEX,LAC,8,2500,0.0,0.0,0.0,0.0
Ben Yurosek,TE,TE/FLEX,MIN,8,2500,0.0,0.0,0.0,0.0
Gavin Bartholomew,TE,TE/FLEX,MIN,8,2500,0.0,0.0,0.0,0.0
Bryson Nesbit,TE,TE/FLEX,MIN,8,2500,0.0,0.0,0.0,0.0
Nick Vannett,TE,TE/FLEX,MIN,8,2500,0.0,0.0,0.0,0.0
Andrew DePaola,TE,TE/FLEX,MIN,8,2500,0.01%,0.0,0.0,0.0
Vikings,DST,DST,MIN,8,2500,3.19%,0.0,0.0,0.0
Jalin Conyers,TE,TE/FLEX,MIA,8,2500,0.0,0.0,0.0,0.0
Hayden Rucci,TE,TE/FLEX,MIA,8,2500,0.0,0.0,0.0,0.0
Greg Dulcich,TE,TE/FLEX,MIA,8,2500,0.04%,0.0,0.0,0.0
Charlie Woerner,TE,TE/FLEX,ATL,8,2500,0.0,0.0,0.0,0.0
Teagan Quitoriano,TE,TE/FLEX,ATL,8,2500,0.0,0.0,0.0,0.0
Feleipe Franks,TE,TE/FLEX,ATL,8,2500,0.0,0.0,0.0,0.0
Joshua Simon,TE,TE/FLEX,ATL,8,2500,0.0,0.0,0.0,0.0
Charlie Kolar,TE,TE/FLEX,BAL,8,2500,0.0,0.0,0.0,0.0
Zaire Mitchell-Paden,TE,TE/FLEX,BAL,8,2500,0.0,0.0,0.0,0.0
Durham Smythe,TE,TE/FLEX,CHI,8,2500,0.01%,0.0,0.0,0.0
Stephen Carlson,TE,TE/FLEX,CHI,8,2500,0.0,0.0,0.0,0.0
Nikola Kalinic,TE,TE/FLEX,CHI,8,2500,0.0,0.0,0.0,0.0
James Mitchell,TE,TE/FLEX,CAR,8,2500,0.0,0.0,0.0,0.0
Bryce Pierre,TE,TE/FLEX,CAR,8,2500,0.0,0.0,0.0,0.0
Jackson Hawes,TE,TE/FLEX,BUF,8,2500,0.01%,3.5,3.5,0.0
Keleki Latu,TE,TE/FLEX,BUF,8,2500,0.0,0.0,0.0,0.0
Jeremy Ruckert,TE,TE/FLEX,NYJ,8,2500,0.04%,3.4,3.4,0.0
Stone Smartt,TE,TE/FLEX,NYJ,8,2500,0.0,0.0,0.0,0.0
Jelani Woods,TE,TE/FLEX,NYJ,8,2500,0.02%,0.0,0.0,0.0
Drew Sample,TE,TE/FLEX,CIN,8,2500,0.0,0.0,0.0,0.0
Tanner Hudson,TE,TE/FLEX,CIN,8,2500,0.01%,1.9,1.9,0.0
Cam Grandy,TE,TE/FLEX,CIN,8,2500,0.0,0.0,0.0,0.0
Mike Gesicki,TE,TE/FLEX,CIN,8,2500,0.0,0.0,0.0,0.0
Erick All Jr.,TE,TE/FLEX,CIN,8,2500,0.0,0.0,0.0,0.0
William Wagner,TE,TE/FLEX,CIN,8,2500,0.0,0.0,0.0,0.0
Luke Farrell,TE,TE/FLEX,SF,8,2500,0.02%,0.0,0.0,0.0
Messiah Swinson,TE,TE/FLEX,SF,8,2500,0.0,0.0,0.0,0.0
Harrison Bryant,TE,TE/FLEX,HOU,8,2500,0.01%,0.0,0.0,0.0
Brenden Bates,TE,TE/FLEX,HOU,8,2500,0.0,0.0,0.0,0.0
Cade Stover,TE,TE/FLEX,HOU,8,2500,0.0,0.0,0.0,0.0
Brevin Jordan,TE,TE/FLEX,HOU,8,2500,0.0,0.0,0.0,0.0
Luke Lachey,TE,TE/FLEX,HOU,8,2500,0.0,0.0,0.0,0.0
Jakob Johnson,TE,TE/FLEX,HOU,8,2500,0.0,0.0,0.0,0.0
CJ Dippre,TE,TE/FLEX,NE,8,2500,0.0,0.0,0.0,0.0
Thomas Odukoya,TE,TE/FLEX,NE,8,2500,0.0,0.0,0.0,0.0
Blake Whiteheart,TE,TE/FLEX,CLE,8,2500,0.0,0.0,0.0,0.0
Sal Cannella,TE,TE/FLEX,CLE,8,2500,0.0,0.0,0.0,0.0
Browns,DST,DST,CLE,8,2500,4.58%,9.0,0.0,0.0
Grant Calcaterra,TE,TE/FLEX,PHI,8,2500,0.03%,0.0,0.0,0.0
Kylen Granson,TE,TE/FLEX,PHI,8,2500,0.0,0.0,0.0,0.0
Cameron Latu,TE,TE/FLEX,PHI,8,2500,0.0,0.0,0.0,0.0
E.J. Jenkins,TE,TE/FLEX,PHI,8,2500,0.0,0.0,0.0,0.0
Jaheim Bell,TE,TE/FLEX,PHI,8,2500,0.01%,0.0,0.0,0.0
Cal Adomitis,TE,TE/FLEX,PHI,8,2500,0.0,0.0,0.0,0.0
Chris Manhertz,TE,TE/FLEX,NYG,8,2500,0.0,0.0,0.0,0.0
Thomas Fidone II,TE,TE/FLEX,NYG,8,2500,0.0,0.0,0.0,0.0
Payne Durham,TE,TE/FLEX,TB,8,2500,0.0,0.0,0.0,0.0
Devin Culp,TE,TE/FLEX,TB,8,2500,0.0,0.0,0.0,0.0
Ko Kieft,TE,TE/FLEX,TB,8,2500,0.0,0.0,0.0,0.0
Tanner Taula,TE,TE/FLEX,TB,8,2500,0.0,0.0,0.0,0.0
Evan Deckers,TE,TE/FLEX,TB,8,2500,0.0,0.0,0.0,0.0
Foster Moreau,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Jack Stoll,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Mason Pline,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Moliki Matavao,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Zach Wood,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Treyton Welch,TE,TE/FLEX,NO,8,2500,0.0,0.0,0.0,0.0
Adam Trautman,TE,TE/FLEX,DEN,8,2500,0.01%,0.0,0.0,0.0
Lucas Krull,TE,TE/FLEX,DEN,8,2500,0.0,0.0,0.0,0.0
Patrick Murtagh,TE,TE/FLEX,DEN,8,2500,0.0,0.0,0.0,0.0
Caleb Lohner,TE,TE/FLEX,DEN,8,2500,0.0,0.0,0.0,0.0
Mitchell Fraboni,TE,TE/FLEX,DEN,8,2500,0.0,0.0,0.0,0.0
Luke Schoonmaker,TE,TE/FLEX,DAL,8,2500,0.01%,4.5,4.5,0.0
Brevyn Spann-Ford,TE,TE/FLEX,DAL,8,2500,0.0,0.0,0.0,0.0
John Stephens Jr.,TE,TE/FLEX,DAL,8,2500,0.0,0.0,0.0,0.0
Rivaldo Fairweather,TE,TE/FLEX,DAL,8,2500,0.0,0.0,0.0,0.0
Princeton Fant,TE,TE/FLEX,DAL,8,2500,0.0,0.0,0.0,0.0
Mo Alie-Cox,TE,TE/FLEX,IND,8,2500,0.0,0.0,0.0,0.0
Drew Ogletree,TE,TE/FLEX,IND,8,2500,0.0,0.0,0.0,0.0
Will Mallory,TE,TE/FLEX,IND,8,2500,0.0,0.0,0.0,0.0
Sean McKeon,TE,TE/FLEX,IND,8,2500,0.0,0.0,0.0,0.0
Maximilian Mang,TE,TE/FLEX,IND,8,2500,0.0,0.0,0.0,0.0
David Martin-Robinson,TE,TE/FLEX,TEN,8,2500,0.0,0.0,0.0,0.0
Joel Wilson,TE,TE/FLEX,TEN,8,2500,0.0,0.0,0.0,0.0
Connor Heyward,TE,TE/FLEX,PIT,8,2500,0.13%,0.0,0.0,0.0
Donald Parham Jr.,TE,TE/FLEX,PIT,8,2500,0.0,0.0,0.0,0.0
Matt Sokol,TE,TE/FLEX,PIT,8,2500,0.01%,0.0,0.0,0.0
Luke Musgrave,TE,TE/FLEX,GB,8,2500,0.0,0.0,0.0,0.0
John FitzPatrick,TE,TE/FLEX,GB,8,2500,0.04%,1.4,1.4,0.0
Ben Sims,TE,TE/FLEX,GB,8,2500,0.0,0.0,0.0,0.0
Josh Whyle,TE,TE/FLEX,GB,8,2500,0.0,0.0,0.0,0.0
Ben Sinnott,TE,TE/FLEX,WAS,8,2500,0.03%,3.2,3.2,0.0
Colson Yankoff,TE,TE/FLEX,WAS,8,2500,0.0,0.0,0.0,0.0
Tyree Jackson,TE,TE/FLEX,WAS,8,2500,0.0,0.0,0.0,0.0
Lawrence Cager,TE,TE/FLEX,WAS,8,2500,0.0,0.0,0.0,0.0
Tyler Ott,TE,TE/FLEX,WAS,8,2500,0.01%,0.0,0.0,0.0
Robert Tonyan,TE,TE/FLEX,KC,8,2500,0.01%,0.0,0.0,0.0
Jared Wiley,TE,TE/FLEX,KC,8,2500,0.0,0.0,0.0,0.0
Jake Briningstool,TE,TE/FLEX,KC,8,2500,0.0,0.0,0.0,0.0
Tre Watson,TE,TE/FLEX,KC,8,2500,0.02%,0.0,0.0,0.0
James Winchester,TE,TE/FLEX,KC,8,2500,0.02%,0.0,0.0,0.0
Cowboys,DST,DST,DAL,8,2400,1.41%,-2.0,0.0,0.0
Jets,DST,DST,NYJ,8,2300,2.81%,-3.0,0.0,0.0
Saints,DST,DST,NO,8,2300,1.86%,6.0,0.0,0.0
Dolphins,DST,DST,MIA,8,2200,1.16%,7.0,0.0,0.0
Panthers,DST,DST,CAR,8,2200,2.46%,-2.0,0.0,0.0
Giants,DST,DST,NYG,8,2100,3.28%,0.0,0.0,0.0
Commanders,DST,DST,WAS,8,2100,0.78%,6.0,0.0,0.0
Titans,DST,DST,TEN,8,2000,2.24%,-1.0,0.0,0.0
Jonathan Taylor,RB,RB/FLEX,IND,9,9800,11.32%,7.7,7.7,0.0
Christian McCaffrey,RB,RB/FLEX,SF,9,8800,21.51%,37.3,25.3,12.0
Bijan Robinson,RB,RB/FLEX,ATL,9,8700,2.19%,17.6,17.6,0.0
Puka Nacua,WR,WR/FLEX,LAR,9,8500,6.82%,22.8,16.8,6.0
Ja'Marr Chase,WR,WR/FLEX,CIN,9,8400,13.69%,20.1,20.1,0.0
Amon-Ra St. Brown,WR,WR/FLEX,DET,9,8300,4.40%,18.7,18.7,0.0
Jaxon Smith-Njigba,WR,WR/FLEX,SEA,9,8100,27.16%,25.0,25.0,0.0
Jahmyr Gibbs,RB,RB/FLEX,DET,9,8000,9.11%,5.8,5.8,0.0
CeeDee Lamb,WR,WR/FLEX,DAL,9,7900,8.15%,15.5,15.5,0.0
Justin Jefferson,WR,WR/FLEX,MIN,9,7800,2.01%,16.7,10.7,6.0
Josh Jacobs,RB,RB/FLEX,GB,9,7700,2.12%,20.0,14.0,6.0
Rashee Rice,WR,WR/FLEX,KC,9,7600,12.84%,18.6,12.6,6.0
Davante Adams,WR,WR/FLEX,LAR,9,7500,3.35%,23.0,11.0,12.0
De'Von Achane,RB,RB/FLEX,MIA,9,7400,20.03%,16.6,16.6,0.0
Josh Allen,QB,QB,BUF,9,7300,3.87%,28.82,12.82,16.0
James Cook,RB,RB/FLEX,BUF,9,7200,5.47%,16.5,16.5,0.0
Nico Collins,WR,WR/FLEX,HOU,9,7100,0.95%,14.5,14.5,0.0
Patrick Mahomes,QB,QB,KC,9,7100,4.35%,11.5,11.5,0.0
Javonte Williams,RB,RB/FLEX,DAL,9,7000,9.09%,8.3,8.3,0.0
Lamar Jackson,QB,QB,BAL,9,6900,17.58%,25.56,9.56,16.0
George Pickens,WR,WR/FLEX,DAL,9,6900,7.87%,13.9,13.9,0.0
Justin Herbert,QB,QB,LAC,9,6800,4.10%,28.7,14.7,14.0
Kyren Williams,RB,RB/FLEX,LAR,9,6800,7.63%,20.4,14.4,6.0
Ashton Jeanty,RB,RB/FLEX,LV,9,6700,2.01%,19.9,13.9,6.0
Dak Prescott,QB,QB,DAL,9,6700,5.33%,16.4,12.4,4.0
Rome Odunze,WR,WR/FLEX,CHI,9,6600,5.34%,0.0,0.0,0.0
Jayden Daniels,QB,QB,WAS,9,6600,1.31%,16.22,10.22,6.0
Derrick Henry,RB,RB/FLEX,BAL,9,6500,30.00%,16.1,16.1,0.0
Courtland Sutton,WR,WR/FLEX,DEN,9,6500,1.84%,10.0,4.0,6.0
Drake Maye,QB,QB,NE,9,6500,3.44%,18.36,10.36,8.0
Bo Nix,QB,QB,DEN,9,6400,1.24%,19.52,11.52,8.0
Drake London,WR,WR/FLEX,ATL,9,6400,1.21%,41.8,23.8,18.0
Kimani Vidal,RB,RB/FLEX,LAC,9,6300,16.83%,3.0,3.0,0.0
Matthew Stafford,QB,QB,LAR,9,6300,4.03%,26.84,10.84,16.0
Daniel Jones,QB,QB,IND,9,6200,8.79%,22.08,12.08,10.0
Brian Thomas Jr.,WR,WR/FLEX,JAX,9,6200,3.08%,8.5,8.5,0.0
D'Andre Swift,RB,RB/FLEX,CHI,9,6100,1.56%,0.0,0.0,0.0
Jordan Love,QB,QB,GB,9,6100,2.22%,10.02,10.02,0.0
Chris Olave,WR,WR/FLEX,NO,9,6100,3.10%,8.7,8.7,0.0
Jared Goff,QB,QB,DET,9,6000,2.94%,19.36,11.36,8.0
J.K. Dobbins,RB,RB/FLEX,DEN,9,6000,1.61%,6.9,6.9,0.0
Ladd McConkey,WR,WR/FLEX,LAC,9,6000,6.11%,9.6,9.6,0.0
Trey McBride,TE,TE/FLEX,ARI,9,6000,14.10%,16.5,10.5,6.0
Jaylen Waddle,WR,WR/FLEX,MIA,9,5900,19.22%,14.2,14.2,0.0
Chase Brown,RB,RB/FLEX,CIN,9,5900,7.67%,19.2,19.2,0.0
Tee Higgins,WR,WR/FLEX,CIN,9,5900,3.25%,36.1,24.1,12.0
Michael Pittman Jr.,WR,WR/FLEX,IND,9,5900,17.16%,23.5,23.5,0.0
Jordan Addison,WR,WR/FLEX,MIN,9,5800,6.90%,8.4,8.4,0.0
Rico Dowdle,RB,RB/FLEX,CAR,9,5800,1.56%,31.1,19.1,12.0
Tetairoa McMillan,WR,WR/FLEX,CAR,9,5800,1.76%,8.6,8.6,0.0
Aaron Rodgers,QB,QB,PIT,9,5800,1.21%,12.12,8.12,4.0
Caleb Williams,QB,QB,CHI,9,5700,4.05%,38.7,26.7,12.0
Jordan Mason,RB,RB/FLEX,MIN,9,5700,0.39%,4.7,4.7,0.0
Tucker Kraft,TE,TE/FLEX,GB,9,5700,9.87%,4.0,4.0,0.0
Stefon Diggs,WR,WR/FLEX,NE,9,5700,2.09%,12.8,6.8,6.0
Deebo Samuel Sr.,WR,WR/FLEX,WAS,9,5700,5.56%,9.4,9.4,0.0
Kyler Murray,QB,QB,ARI,9,5700,0.66%,0.0,0.0,0.0
Joe Flacco,QB,QB,CIN,9,5600,2.07%,36.7,20.7,16.0
Keenan Allen,WR,WR/FLEX,LAC,9,5600,6.43%,6.1,6.1,0.0
Travis Etienne Jr.,RB,RB/FLEX,JAX,9,5600,6.08%,16.5,16.5,0.0
Xavier Worthy,WR,WR/FLEX,KC,9,5600,2.68%,6.0,6.0,0.0
Kenneth Walker III,RB,RB/FLEX,SEA,9,5600,2.42%,8.1,8.1,0.0
Brock Purdy,QB,QB,SF,9,5500,0.06%,0.0,0.0,0.0
Jaylen Warren,RB,RB/FLEX,PIT,9,5500,7.00%,16.9,4.9,12.0
DK Metcalf,WR,WR/FLEX,PIT,9,5500,12.32%,2.6,2.6,0.0
Tyler Warren,TE,TE/FLEX,IND,9,5500,9.82%,7.6,7.6,0.0
Alvin Kamara,RB,RB/FLEX,NO,9,5500,0.40%,1.7,1.7,0.0
Sam Darnold,QB,QB,SEA,9,5500,5.61%,31.2,15.2,16.0
Marvin Harrison Jr.,WR,WR/FLEX,ARI,9,5500,9.17%,22.6,16.6,6.0
Zay Flowers,WR,WR/FLEX,BAL,9,5400,23.38%,11.4,11.4,0.0
Woody Marks,RB,RB/FLEX,HOU,9,5400,0.71%,2.7,2.7,0.0
Rhamondre Stevenson,RB,RB/FLEX,NE,9,5400,0.36%,0.0,0.0,0.0
Ricky Pearsall,WR,WR/FLEX,SF,9,5400,0.17%,0.0,0.0,0.0
Quentin Johnston,WR,WR/FLEX,LAC,9,5400,3.53%,15.3,9.3,6.0
Trevor Lawrence,QB,QB,JAX,9,5400,1.97%,22.2,10.2,12.0
Jake Ferguson,TE,TE/FLEX,DAL,9,5400,7.96%,9.0,9.0,0.0
Bryce Young,QB,QB,CAR,9,5300,0.11%,3.98,3.98,0.0
Chuba Hubbard,RB,RB/FLEX,CAR,9,5300,0.80%,1.7,1.7,0.0
Tony Pollard,RB,RB/FLEX,TEN,9,5300,0.48%,7.8,7.8,0.0
Oronde Gadsden II,TE,TE/FLEX,LAC,9,5300,6.16%,11.8,0.0,0.0
Jakobi Meyers,WR,WR/FLEX,LV,9,5300,1.05%,6.3,6.3,0.0
Khalil Shakir,WR,WR/FLEX,BUF,9,5300,4.83%,11.3,11.3,0.0
Jacory Croskey-Merritt,RB,RB/FLEX,WAS,9,5300,1.28%,5.1,5.1,0.0
DJ Moore,WR,WR/FLEX,CHI,9,5200,1.63%,22.98,16.98,6.0
Aaron Jones Sr.,RB,RB/FLEX,MIN,9,5200,0.64%,11.8,11.8,0.0
Romeo Doubs,WR,WR/FLEX,GB,9,5200,3.69%,16.1,16.1,0.0
Jaxson Dart,QB,QB,NYG,9,5200,8.67%,27.24,13.24,14.0
Isiah Pacheco,RB,RB/FLEX,KC,9,5200,0.04%,0.0,0.0,0.0
Terry McLaurin,WR,WR/FLEX,WAS,9,5200,0.02%,0.0,0.0,0.0
C.J. Stroud,QB,QB,HOU,9,5100,0.61%,4.36,4.36,0.0
Tyrone Tracy Jr.,RB,RB/FLEX,NYG,9,5100,11.82%,6.7,6.7,0.0
Wan'Dale Robinson,WR,WR/FLEX,NYG,9,5100,9.35%,13.6,13.6,0.0
Tyjae Spears,RB,RB/FLEX,TEN,9,5100,0.82%,9.2,9.2,0.0
Rashid Shaheed,WR,WR/FLEX,NO,9,5100,0.52%,11.8,11.8,0.0
Marcus Mariota,QB,QB,WAS,9,5100,0.02%,0.0,0.0,0.0
Zach Charbonnet,RB,RB/FLEX,SEA,9,5100,2.27%,5.6,5.6,0.0
Tua Tagovailoa,QB,QB,MIA,9,5000,5.26%,9.54,9.54,0.0
David Montgomery,RB,RB/FLEX,DET,9,5000,4.31%,12.0,6.0,6.0
RJ Harvey,RB,RB/FLEX,DEN,9,5000,1.13%,16.6,10.6,6.0
Kayshon Boutte,WR,WR/FLEX,NE,9,5000,5.70%,0.0,0.0,0.0
Mac Jones,QB,QB,SF,9,5000,1.12%,16.8,8.8,8.0
Kendrick Bourne,WR,WR/FLEX,SF,9,5000,2.09%,5.4,5.4,0.0
Brock Bowers,TE,TE/FLEX,LV,9,5000,3.78%,46.3,28.3,18.0
Zonovan Knight,RB,RB/FLEX,ARI,9,5000,6.53%,6.7,0.0,0.0
Tyler Huntley,QB,QB,BAL,9,4900,0.06%,0.0,0.0,0.0
J.J. McCarthy,QB,QB,MIN,9,4900,0.67%,19.92,5.92,14.0
Nick Chubb,RB,RB/FLEX,HOU,9,4900,0.38%,3.4,3.4,0.0
Troy Franklin,WR,WR/FLEX,DEN,9,4900,4.51%,8.3,8.3,0.0
TreVeyon Henderson,RB,RB/FLEX,NE,9,4900,5.72%,12.7,12.7,0.0
Brandon Aiyuk,WR,WR/FLEX,SF,9,4900,0.0,0.0,0.0,0.0
Carson Wentz,QB,QB,MIN,9,4800,0.01%,0.0,0.0,0.0
Jameson Williams,WR,WR/FLEX,DET,9,4800,2.97%,16.6,10.6,6.0
Joe Mixon,RB,RB/FLEX,HOU,9,4800,0.0,0.0,0.0,0.0
Michael Penix Jr.,QB,QB,ATL,9,4800,0.17%,22.74,10.74,12.0
George Kittle,TE,TE/FLEX,SF,9,4800,5.88%,6.9,6.9,0.0
Blake Corum,RB,RB/FLEX,LAR,9,4800,0.11%,5.8,5.8,0.0
Tre Tucker,WR,WR/FLEX,LV,9,4800,4.96%,6.8,6.8,0.0
Chris Rodriguez Jr.,RB,RB/FLEX,WAS,9,4800,0.01%,12.5,6.5,6.0
Matthew Golden,WR,WR/FLEX,GB,9,4700,1.60%,2.9,2.9,0.0
Kirk Cousins,QB,QB,ATL,9,4700,0.02%,0.0,0.0,0.0
Tyler Allgeier,RB,RB/FLEX,ATL,9,4700,0.20%,0.6,0.6,0.0
Travis Hunter,WR,WR/FLEX,JAX,9,4700,1.54%,0.0,0.0,0.0
Kareem Hunt,RB,RB/FLEX,KC,9,4700,8.46%,12.5,6.5,6.0
Jacoby Brissett,QB,QB,ARI,9,4700,6.89%,24.84,10.84,14.0
Kyle Monangai,RB,RB/FLEX,CHI,9,4600,21.16%,25.8,25.8,0.0
Alec Pierce,WR,WR/FLEX,IND,9,4600,4.15%,20.5,20.5,0.0
Calvin Ridley,WR,WR/FLEX,TEN,9,4600,0.03%,0.0,0.0,0.0
Geno Smith,QB,QB,LV,9,4600,0.79%,27.26,11.26,16.0
Bhayshul Tuten,RB,RB/FLEX,JAX,9,4600,0.09%,9.6,3.6,6.0
Travis Kelce,TE,TE/FLEX,KC,9,4600,6.45%,12.6,12.6,0.0
Cooper Kupp,WR,WR/FLEX,SEA,9,4600,0.50%,0.0,0.0,0.0
Justice Hill,RB,RB/FLEX,BAL,9,4500,0.71%,3.5,3.5,0.0
Jayden Reed,WR,WR/FLEX,GB,9,4500,0.0,0.0,0.0,0.0
Kenneth Gainwell,RB,RB/FLEX,PIT,9,4500,0.45%,7.4,7.4,0.0
Cam Ward,QB,QB,TEN,9,4500,0.15%,6.4,6.4,0.0
Devin Neal,RB,RB/FLEX,NO,9,4500,0.01%,2.2,2.2,0.0
Keon Coleman,WR,WR/FLEX,BUF,9,4500,1.97%,3.7,3.7,0.0
Michael Carter,RB,RB/FLEX,ARI,9,4500,0.49%,0.0,0.0,0.0
Ollie Gordon II,RB,RB/FLEX,MIA,9,4400,0.57%,1.9,1.9,0.0
Samaje Perine,RB,RB/FLEX,CIN,9,4400,0.33%,0.5,0.5,0.0
Zavier Scott,RB,RB/FLEX,MIN,9,4400,0.08%,0.0,0.0,0.0
Christian Watson,WR,WR/FLEX,GB,9,4400,3.38%,7.8,7.8,0.0
Josh Downs,WR,WR/FLEX,IND,9,4400,3.70%,16.7,10.7,6.0
Spencer Rattler,QB,QB,NO,9,4400,0.01%,0.0,0.0,0.0
Tyler Shough,QB,QB,NO,9,4400,0.39%,10.24,6.24,4.0
Ray Davis,RB,RB/FLEX,BUF,9,4400,0.02%,0.0,0.0,0.0
Cooper Rush,QB,QB,BAL,9,4300,0.01%,0.0,0.0,0.0
Sam LaPorta,TE,TE/FLEX,DET,9,4300,4.64%,21.7,15.7,6.0
Andy Dalton,QB,QB,CAR,9,4300,0.0,0.0,0.0,0.0
Brian Robinson Jr.,RB,RB/FLEX,SF,9,4300,0.03%,11.3,5.3,6.0
Jauan Jennings,WR,WR/FLEX,SF,9,4300,7.79%,14.1,8.1,6.0
Hassan Haskins,RB,RB/FLEX,LAC,9,4300,0.0,0.0,0.0,0.0
Jaret Patterson,RB,RB/FLEX,LAC,9,4300,0.01%,4.4,4.4,0.0
Hollywood Brown,WR,WR/FLEX,KC,9,4300,0.96%,9.3,0.0,0.0
Jeremy McNichols,RB,RB/FLEX,WAS,9,4300,0.45%,0.0,0.0,0.0
Luke McCaffrey,WR,WR/FLEX,WAS,9,4300,1.47%,0.0,0.0,0.0
Emanuel Wilson,RB,RB/FLEX,GB,9,4200,0.27%,2.7,2.7,0.0
Christian Kirk,WR,WR/FLEX,HOU,9,4200,0.28%,6.6,6.6,0.0
Darnell Mooney,WR,WR/FLEX,ATL,9,4200,0.45%,2.5,2.5,0.0
Kyle Pitts Sr.,TE,TE/FLEX,ATL,9,4200,3.54%,7.8,7.8,0.0
Raheem Mostert,RB,RB/FLEX,LV,9,4200,0.01%,2.4,2.4,0.0
Brashard Smith,RB,RB/FLEX,KC,9,4200,1.18%,0.7,0.7,0.0
Roschon Johnson,RB,RB/FLEX,CHI,9,4100,0.0,0.0,0.0,0.0
Marvin Mims Jr.,WR,WR/FLEX,DEN,9,4100,0.02%,0.0,0.0,0.0
Devin Singletary,RB,RB/FLEX,NYG,9,4100,0.15%,7.1,7.1,0.0
Darius Slayton,WR,WR/FLEX,NYG,9,4100,1.64%,11.2,11.2,0.0
Kenny Pickett,QB,QB,LV,9,4100,0.0,0.0,0.0,0.0
LeQuint Allen Jr.,RB,RB/FLEX,JAX,9,4100,0.0,0.0,0.0,0.0
Zach Ertz,TE,TE/FLEX,WAS,9,4100,4.56%,8.6,8.6,0.0
Zach Wilson,QB,QB,MIA,9,4000,0.0,0.0,0.0,0.0
Quinn Ewers,QB,QB,MIA,9,4000,0.02%,0.0,0.0,0.0
Keaton Mitchell,RB,RB/FLEX,BAL,9,4000,0.09%,2.8,2.8,0.0
Rasheen Ali,RB,RB/FLEX,BAL,9,4000,0.02%,0.0,0.0,0.0
Patrick Ricard,RB,RB/FLEX,BAL,9,4000,0.01%,0.0,0.0,0.0
Lucas Scott,RB,RB/FLEX,BAL,9,4000,0.01%,0.0,0.0,0.0
Jaylen Wright,RB,RB/FLEX,MIA,9,4000,0.01%,0.0,0.0,0.0
Alexander Mattison,RB,RB/FLEX,MIA,9,4000,0.02%,0.0,0.0,0.0
Alec Ingold,RB,RB/FLEX,MIA,9,4000,0.0,0.0,0.0,0.0
Jeff Wilson Jr.,RB,RB/FLEX,MIA,9,4000,0.0,0.0,0.0,0.0
JaMycal Hasty,RB,RB/FLEX,MIA,9,4000,0.0,0.0,0.0,0.0
Rashod Bateman,WR,WR/FLEX,BAL,9,4000,2.25%,9.3,3.3,6.0
Jake Browning,QB,QB,CIN,9,4000,0.01%,0.0,0.0,0.0
Joe Burrow,QB,QB,CIN,9,4000,0.0,0.0,0.0,0.0
Sean Clifford,QB,QB,CIN,9,4000,0.0,0.0,0.0,0.0
Tyson Bagent,QB,QB,CHI,9,4000,0.0,0.0,0.0,0.0
Case Keenum,QB,QB,CHI,9,4000,0.0,0.0,0.0,0.0
Tahj Brooks,RB,RB/FLEX,CIN,9,4000,0.0,0.0,0.0,0.0
Kendall Milton,RB,RB/FLEX,CIN,9,4000,0.0,0.0,0.0,0.0
Gary Brightwell,RB,RB/FLEX,CIN,9,4000,0.0,0.0,0.0,0.0
Travis Homer,RB,RB/FLEX,CHI,9,4000,0.0,0.0,0.0,0.0
Deion Hankins,RB,RB/FLEX,CHI,9,4000,0.0,0.0,0.0,0.0
Brittain Brown,RB,RB/FLEX,CHI,9,4000,0.0,0.0,0.0,0.0
Max Brosmer,QB,QB,MIN,9,4000,0.0,0.0,0.0,0.0
Kyle Allen,QB,QB,DET,9,4000,0.0,0.0,0.0,0.0
C.J. Beathard,QB,QB,DET,9,4000,0.0,0.0,0.0,0.0
Ty Chandler,RB,RB/FLEX,MIN,9,4000,0.0,0.0,0.0,0.0
Cam Akers,RB,RB/FLEX,MIN,9,4000,0.0,0.0,0.0,0.0
C.J. Ham,RB,RB/FLEX,MIN,9,4000,0.0,0.0,0.0,0.0
Corey Kiner,RB,RB/FLEX,MIN,9,4000,0.0,0.0,0.0,0.0
Craig Reynolds,RB,RB/FLEX,DET,9,4000,0.0,0.0,0.0,0.0
Sione Vaki,RB,RB/FLEX,DET,9,4000,0.0,0.0,0.0,0.0
Jacob Saylors,RB,RB/FLEX,DET,9,4000,0.0,0.0,0.0,0.0
Kye Robichaux,RB,RB/FLEX,DET,9,4000,0.0,0.0,0.0,0.0
Hendon Hooker,QB,QB,CAR,9,4000,0.0,0.0,0.0,0.0
